pc1,pc2,pc3,pc4,label,filename,split
1.631001,1.6047481,0.30952406,0.73509705,1,train_6732.png,test
1.5201569,1.455441,0.9295814,0.9865835,0,train_4033.png,test
1.1276033,1.5639501,0.7041765,0.45386934,0,train_4260.png,test
0.6011919,1.9243606,1.3236309,0.84803516,0,train_2200.png,test
0.23604321,1.6700478,2.139403,0.4455868,0,train_294.png,test
0.30090582,1.7969339,2.014481,0.6174843,0,train_3199.png,test
2.8023,0.4589466,2.265941,0.8250755,1,train_1279.png,test
1.2491785,1.377234,0.64001286,0.045193553,1,train_8853.png,test
2.0022738,1.2350507,0.45455492,0.9019567,1,train_7075.png,test
0.5217425,2.194188,2.1031969,0.6895753,1,train_4046.png,test
1.3535289,2.0090835,0.933123,0.45741832,1,train_242.png,test
1.7200499,1.5684526,0.5677508,0.6461138,1,train_2982.png,test
0.30631876,1.8265033,2.042269,0.72417396,1,train_9221.png,test
0.501293,1.0151412,0.95703596,0.5075675,0,train_1729.png,test
0.45901597,1.4943222,1.3025429,0.65522367,1,train_1801.png,test
0.8408761,1.1985359,0.8251886,0.68463284,1,train_8360.png,test
2.4178185,2.3851619,0.9826775,0.8546277,1,train_3650.png,test
1.2766201,1.7225366,0.6686532,0.40929788,0,train_6172.png,test
1.4558201,1.7307348,0.59659857,1.2121358,0,train_6053.png,test
0.43744075,2.0398479,2.4210606,0.9353757,0,train_7435.png,test
2.9615102,0.27784503,2.6755137,1.0898263,1,train_5876.png,test
0.7518452,1.9617549,1.3551881,0.18687028,0,train_8762.png,test
0.36855483,2.0183282,2.221428,0.6865417,0,train_4727.png,test
2.638353,2.2318456,1.5357406,0.96423906,0,train_6864.png,test
1.5550048,2.0135357,0.93634504,0.22791669,1,train_1603.png,test
0.3116486,1.429172,1.599601,0.41127515,1,train_6240.png,test
2.4700584,1.6049957,1.7042505,0.37994245,1,train_4977.png,test
2.0443392,0.84299254,0.6106597,0.9204631,1,train_5219.png,test
1.5789646,1.3178232,0.46871936,0.5706672,0,train_1167.png,test
1.0745734,1.9331428,0.9023844,0.5648802,0,train_1501.png,test
0.90956575,2.1212869,1.0993937,0.39346066,1,train_3534.png,test
1.1248169,2.3606424,1.4257213,0.4623986,0,train_6671.png,test
2.8689885,1.9097373,1.4621903,0.26914877,0,train_670.png,test
1.8127625,2.1704245,1.0336918,0.69134533,1,train_4983.png,test
1.5936451,2.9952645,1.8780601,0.6749507,1,train_6050.png,test
1.6372524,1.738216,0.46259975,0.77422476,0,train_8611.png,test
0.92589426,1.9218211,1.0609512,0.78790855,0,train_8889.png,test
2.9119465,1.7557502,2.3475404,0.16764829,1,train_2693.png,test
0.77050763,1.6616696,0.9103798,0.8404315,0,train_2902.png,test
1.87904,1.1614726,0.85170007,0.68641883,0,train_1583.png,test
1.8169669,1.2876753,0.80687463,0.8588322,1,train_5613.png,test
1.7287357,2.1441193,0.70387274,0.7850268,0,train_109.png,test
1.5489278,2.196521,1.4933121,0.96847653,1,train_1063.png,test
0.72453666,1.4955204,0.7532949,0.5736453,0,train_1556.png,test
0.9293067,0.5519645,0.38724458,0.82060176,0,train_4759.png,test
2.5890255,0.5731962,1.6936138,0.98311937,0,train_9029.png,test
2.527482,1.0733453,1.9025104,0.7771711,0,train_7510.png,test
1.8379513,2.0002992,0.71139324,0.33816066,1,train_1408.png,test
2.74221,1.2122232,2.5563235,1.2460415,1,train_5652.png,test
1.5491729,1.5103692,0.4698214,0.58690715,1,train_4653.png,test
1.2441874,1.8920422,0.8102322,0.998281,0,train_5533.png,test
0.3333187,2.0413585,2.101629,0.7051943,0,train_7466.png,test
1.3429276,2.4644036,1.1438597,0.52175725,1,train_8484.png,test
1.5523087,2.6345305,1.4575725,0.8627066,0,train_6349.png,test
1.0755135,1.8493459,1.1970754,1.1231849,1,train_3904.png,test
0.9227343,0.74778724,0.6540711,1.2624793,0,train_8697.png,test
2.1619363,0.9131119,1.4625698,0.46002463,1,train_8017.png,test
0.19343448,1.5664953,2.1133275,0.42088956,0,train_2381.png,test
1.3637545,0.7558941,0.3239019,0.97732514,1,train_1337.png,test
1.0766098,2.4149632,1.487694,0.6861334,0,train_5745.png,test
1.5193994,2.0101252,0.8750987,0.3619061,1,train_6365.png,test
0.76891375,0.42252016,0.57774454,0.4290699,1,train_9170.png,test
0.4772144,1.3175857,1.1735811,0.847301,0,train_1588.png,test
0.17734313,1.5074756,2.1946592,0.64363045,1,train_5413.png,test
0.5142661,2.2639835,1.8167539,0.77598155,1,train_6133.png,test
0.31367195,0.50749266,1.0751354,0.32623598,0,train_5918.png,test
0.90792686,0.8843523,0.684179,0.78065586,0,train_4461.png,test
0.66835916,2.1364927,1.7373996,0.4676846,1,train_7846.png,test
0.74090815,2.200685,1.8621101,0.87806106,0,train_8475.png,test
0.7845718,2.3306193,1.5958526,0.74303204,1,train_7710.png,test
2.2041478,2.1665783,1.2221303,0.46368656,1,train_933.png,test
2.4532795,0.6748005,1.8067617,0.7678152,1,train_5262.png,test
2.0042217,2.480586,1.0903734,0.15176195,1,train_4566.png,test
2.2498527,1.3439503,0.88075876,0.2443243,1,train_1161.png,test
1.7275112,0.70862705,0.9621799,1.4279175,0,train_9195.png,test
1.1540213,2.6592708,1.8040811,0.5029865,1,train_369.png,test
1.1130637,1.3570809,0.7930986,0.3066988,0,train_5350.png,test
1.7196265,2.1296597,0.71783257,0.3492111,0,train_2310.png,test
0.63639057,1.8630266,2.0999122,0.9754356,0,train_2056.png,test
0.64913964,2.5988667,2.1881661,0.7257955,1,train_7485.png,test
0.6367695,1.8307395,1.5254726,0.6097065,0,train_5566.png,test
2.1470504,1.2721722,0.504468,0.5758161,0,train_5304.png,test
1.3376205,1.9030168,0.9408148,0.58390784,0,train_2815.png,test
0.6511505,2.0733445,1.9682724,0.8437762,1,train_2153.png,test
1.9408505,1.1505156,1.26545,0.31505632,0,train_9488.png,test
0.44017512,1.207621,1.4491724,0.5387984,1,train_6871.png,test
0.8224798,2.1321526,1.8492129,0.8173828,0,train_1810.png,test
2.8585258,0.9771066,1.7409368,0.63316125,1,train_6108.png,test
2.0443802,1.1985345,0.7086119,0.41329014,1,train_6806.png,test
0.6717012,1.9518659,1.2395756,1.1085821,1,train_4673.png,test
0.3744104,1.3654451,1.6613458,0.25428295,0,train_8047.png,test
1.0557916,1.9799603,1.0154634,0.5957047,0,train_5155.png,test
0.72191626,2.1008086,1.6934861,1.0656966,0,train_2022.png,test
0.61025685,2.3184938,1.6872683,0.7126908,0,train_185.png,test
